,om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
53596,359,2010,5,18,5/18/10,16:32:00,3,TX,48,36,0,0,0,0,0,35.8265,-102.373,35.8313,-102.354,1.09,50,1,1,1,205,0,0,0,0
53597,360,2010,5,18,5/18/10,16:41:00,3,TX,48,37,0,0,0,0,0,35.7981,-102.299,35.8011,-102.281,1.01,100,1,1,1,205,0,0,0,0
53598,361,2010,5,18,5/18/10,16:55:00,3,TX,48,38,0,0,0,0,0,35.85,-102.166,35.8523,-102.157,0.53,25,1,1,1,341,0,0,0,0
53600,363,2010,5,18,5/18/10,17:28:00,3,TX,48,39,0,0,0,0,0,35.8233,-101.984,35.8295,-101.945,2.22,25,1,1,1,341,0,0,0,0
53601,364,2010,5,18,5/18/10,17:42:00,3,TX,48,40,0,0,0,0,0,35.85,-101.934,35.8531,-101.913,1.23,200,1,1,1,341,0,0,0,0
53608,371,2010,5,18,5/18/10,18:44:00,3,TX,48,41,2,0,0,0.04,0,35.9099,-101.47,35.9807,-101.488,4.99,300,1,1,1,233,0,0,0,0
53613,376,2010,5,18,5/18/10,19:52:00,3,TX,48,42,0,0,0,0,0,36.1966,-102.65,36.1978,-102.641,0.52,25,1,1,1,111,0,0,0,0
53614,377,2010,5,18,5/18/10,20:30:00,3,TX,48,43,0,0,0,0,0,36.23,-102.373,36.244,-102.302,4.08,25,1,1,1,111,0,0,0,0
53615,378,2010,5,18,5/18/10,21:40:00,3,TX,48,44,0,0,0,0,0,36.42,-102.106,36.4243,-102.088,1.06,50,1,1,1,421,0,0,0,0
53616,379,2010,5,18,5/18/10,22:27:00,3,TX,48,45,0,0,0,0.012,0,36.42,-101.8,36.4228,-101.775,1.4,880,1,1,1,421,0,0,0,0
53617,380,2010,5,18,5/18/10,23:12:00,3,TX,48,46,0,0,0,0,0,36.3235,-101.427,36.3241,-101.418,0.55,25,1,1,1,195,0,0,0,0
53619,382,2010,5,19,5/19/10,0:56:00,3,TX,48,47,1,0,0,0.028,0,35.9099,-101.47,35.911,-101.463,0.44,100,1,1,1,233,0,0,0,0
53621,384,2010,5,19,5/19/10,2:32:00,3,TX,48,48,0,0,0,0,0,36.07,-100.82,36.0719,-100.8,1.12,50,1,1,1,357,0,0,0,0
53643,406,2010,5,20,5/20/10,13:06:00,3,TX,48,49,0,0,0,0,0,32.4975,-97.0261,32.4857,-97.0119,1.16,25,1,1,1,139,0,0,0,0
53644,407,2010,5,20,5/20/10,14:20:00,3,TX,48,50,0,0,0,0.005,0,32.3005,-96.5258,32.3029,-96.5176,0.51,25,1,1,1,139,0,0,0,0
53647,410,2010,5,20,5/20/10,17:55:00,3,TX,48,51,0,0,0,0,0,31.81,-96.77,31.81,-96.77,0.02,10,1,1,1,217,0,0,0,0
53658,421,2010,5,22,5/22/10,17:36:00,3,TX,48,52,0,0,0,0,0,30.8079,-103.25,30.7841,-103.239,1.77,150,1,1,1,371,0,0,0,0
53663,426,2010,5,22,5/22/10,19:15:00,3,TX,48,53,0,0,0,0,0,30.8203,-103.299,30.8203,-103.299,0.25,150,1,1,1,371,0,0,0,0
53669,432,2010,5,23,5/23/10,17:56:00,3,TX,48,54,2,0,0,0.024,0,31.0092,-103.435,30.9653,-103.392,3.96,300,1,1,1,389,0,0,0,0
53699,462,2010,5,24,5/24/10,19:29:00,3,TX,48,55,0,0,0,0.006,0,36.2,-101.272,36.2409,-101.251,3.06,100,1,1,1,195,0,0,0,0
53700,463,2010,5,24,5/24/10,19:37:00,3,TX,48,56,0,0,0,0,0,36.2,-101.25,36.2011,-101.247,0.21,25,1,1,1,195,0,0,0,0
53701,464,2010,5,24,5/24/10,19:47:00,3,TX,48,57,0,0,0,0,0,36.24,-101.24,36.2362,-101.245,0.38,25,1,1,1,195,0,0,0,0
53703,466,2010,5,24,5/24/10,19:56:00,3,TX,48,58,0,0,0,0,0,36.2,-101.2,36.201,-101.198,0.14,25,1,1,1,195,0,0,0,0
53705,468,2010,5,25,5/25/10,10:30:00,3,TX,48,59,0,0,0,0.005,0,28.0708,-98.0175,28.0726,-98.0164,0.18,25,1,1,1,297,0,0,0,0
53724,487,2010,5,25,5/25/10,18:52:00,3,TX,48,60,0,0,0,0,0,34.55,-102.355,34.55,-102.355,0.2,50,1,1,1,69,0,0,0,0
53726,489,2010,5,25,5/25/10,19:11:00,3,TX,48,61,0,0,0,0,0,34.5909,-102.27,34.5909,-102.27,0.1,20,1,1,1,69,0,0,0,0
53728,491,2010,5,25,5/25/10,19:14:00,3,TX,48,62,0,0,0,0,0,34.5807,-102.283,34.5807,-102.283,0.1,20,1,1,1,69,0,0,0,0
53751,514,2010,6,2,6/2/10,14:55:00,3,TX,48,63,0,0,0,0,0,33.3634,-101.92,33.3634,-101.92,0.1,15,1,1,1,305,0,0,0,0
53754,517,2010,6,2,6/2/10,21:47:00,3,TX,48,64,1,0,0,0.07,0.01,28.151,-97.7433,28.1412,-97.6206,7.57,440,1,1,1,409,25,0,0,0
53755,518,2010,6,2,6/2/10,22:15:00,3,TX,48,65,0,0,0,0,0.001,27.6343,-97.4542,27.6374,-97.4474,0.47,20,1,1,1,355,0,0,0,0
53756,519,2010,6,2,6/2/10,22:18:00,3,TX,48,66,0,0,0,0,0.001,28.1846,-97.2825,28.1829,-97.2788,0.25,20,1,1,1,391,0,0,0,0
53757,520,2010,6,2,6/2/10,22:34:00,3,TX,48,67,2,0,0,0.25,0,28.0499,-97.1254,28,-97.1006,3.76,500,1,1,1,7,0,0,0,0
53821,587,2010,6,8,6/8/10,9:57:00,3,TX,48,68,0,0,0,0.25,0,29.7292,-94.9432,29.7302,-94.9412,0.14,10,1,1,1,201,0,0,0,0
53830,596,2010,6,9,6/9/10,4:32:00,3,TX,48,69,1,0,0,0.1,0,30.0104,-94.4157,30.0487,-94.4026,2.76,100,1,1,1,245,0,0,0,0
53832,598,2010,6,10,6/10/10,9:56:00,3,TX,48,70,1,0,0,0.075,0,31.312,-95.6555,31.351,-95.6418,2.81,75,1,1,1,225,0,0,0,0
53833,599,2010,6,10,6/10/10,10:29:00,3,TX,48,71,0,0,0,0.01,0,31.4527,-95.4753,31.4705,-95.4619,1.46,25,1,1,1,225,0,0,0,0
53848,614,2010,6,12,6/12/10,14:14:00,3,TX,48,72,0,0,0,0,0,35.9042,-101.73,35.9057,-101.72,0.56,25,1,1,1,341,0,0,0,0
53859,625,2010,6,13,6/13/10,16:24:00,3,TX,48,73,0,0,0,0,0,36.18,-100.53,36.1822,-100.525,0.32,25,1,1,1,295,0,0,0,0
53861,627,2010,6,14,6/14/10,13:40:00,3,TX,48,74,0,0,0,0,0,33.2901,-101.733,33.2911,-101.73,0.2,40,1,1,1,305,0,0,0,0
53862,628,2010,6,14,6/14/10,16:00:00,3,TX,48,75,0,0,0,0,0,32.711,-102.046,32.7142,-102.037,0.56,50,1,1,1,115,0,0,0,0
54055,821,2010,6,28,6/28/10,12:11:00,3,TX,48,76,0,0,0,0,0,29.3837,-96.1788,29.3837,-96.1788,0.25,25,1,1,1,481,0,0,0,0
54058,824,2010,6,30,6/30/10,1:05:00,3,TX,48,77,0,0,0,0,0.005,28.83,-95.8209,28.83,-95.8209,0.01,5,1,1,1,321,0,0,0,0
54059,825,2010,6,30,6/30/10,9:10:00,3,TX,48,78,0,0,0,0.004,0,26.0759,-97.2105,26.0754,-97.2112,0.05,20,1,1,1,61,0,0,0,0
54060,826,2010,6,30,6/30/10,9:35:00,3,TX,48,79,0,0,0,0.01,0,25.977,-97.5904,25.9719,-97.5928,0.38,40,1,1,1,61,0,0,0,0
54061,827,2010,6,30,6/30/10,10:46:00,3,TX,48,80,0,0,0,0,0,28.3285,-97.0204,28.3207,-97.1363,7.07,30,1,1,1,391,0,0,0,0
54062,828,2010,6,30,6/30/10,11:16:00,3,TX,48,81,0,0,0,0,0,26.5524,-97.78,26.544,-97.7883,0.77,20,1,1,1,489,0,0,0,0
54063,829,2010,6,30,6/30/10,13:30:00,3,TX,48,82,0,0,0,0,0,27.8278,-97.796,27.8278,-97.7982,0.14,30,1,1,1,355,0,0,0,0
54064,830,2010,6,30,6/30/10,14:10:00,3,TX,48,83,0,0,0,0,0,28.1654,-97.203,28.1654,-97.2052,0.13,30,1,1,1,391,0,0,0,0
54065,831,2010,6,30,6/30/10,20:41:00,3,TX,48,84,0,0,0,0,0,28.1384,-96.9792,28.1344,-96.987,0.55,30,1,1,1,7,0,0,0,0
54066,832,2010,7,1,7/1/10,8:20:00,3,TX,48,85,0,0,0,0.005,0,28.0003,-97.0694,28.0003,-97.0698,0.03,25,1,1,1,7,0,0,0,0
54067,833,2010,7,1,7/1/10,17:10:00,3,TX,48,86,0,0,0,0,0,27.6286,-98.0484,27.6286,-98.0496,0.07,25,1,1,1,273,0,0,0,0
54069,835,2010,7,2,7/2/10,16:09:00,3,TX,48,87,1,0,0,1.5,0,27.2929,-98.6688,27.3178,-98.6818,1.9,100,1,1,1,247,0,0,0,0
54241,1007,2010,8,12,8/12/10,11:15:00,3,TX,48,88,0,0,0,0,0,25.9911,-97.2599,25.9898,-97.2609,0.11,20,1,1,1,61,0,0,0,0
54267,1033,2010,9,1,9/1/10,15:15:00,3,TX,48,89,0,0,0,0,0,31.9283,-102.422,31.9268,-102.418,0.27,50,1,1,1,135,0,0,0,0
54270,1036,2010,9,7,9/7/10,13:56:00,3,TX,48,90,0,0,0,0,0,32.6281,-97.4686,32.6281,-97.4686,0.1,10,1,1,1,439,0,0,0,0
54271,1037,2010,9,7,9/7/10,14:37:00,3,TX,48,91,0,0,0,0,0,29.5655,-97.15,29.5684,-97.15,0.2,50,1,1,1,285,0,0,0,0
54273,1039,2010,9,8,9/8/10,3:18:00,3,TX,48,92,0,0,0,0,0,31.3264,-97.4693,31.3264,-97.4693,0.1,50,1,1,1,99,0,0,0,0
54275,1041,2010,9,8,9/8/10,16:20:00,3,TX,48,93,0,0,0,0.1,0,33.802,-95.3533,33.8033,-95.3198,1.92,200,1,1,1,277,0,0,0,0
54276,1042,2010,9,8,9/8/10,16:36:00,3,TX,48,94,1,0,0,0.2,0,32.5393,-96.6333,32.6619,-96.5455,9.89,704,1,1,1,139,113,0,0,0
54277,1043,2010,9,8,9/8/10,16:55:00,3,TX,48,95,0,0,0,0,0,31.4354,-96.9191,31.4428,-96.9131,0.62,115,1,1,1,145,0,0,0,0
54278,1044,2010,9,8,9/8/10,17:10:00,3,TX,48,96,2,1,0,0.75,0,32.7744,-96.879,32.8131,-96.8737,2.69,516,1,1,1,113,0,0,0,0
54279,1045,2010,9,8,9/8/10,17:20:00,3,TX,48,97,0,0,0,0.05,0,32.8408,-96.4898,32.8501,-96.4928,0.67,108,1,1,1,397,0,0,0,0
54281,1047,2010,9,8,9/8/10,18:30:00,3,TX,48,98,0,0,0,0,0,33.68,-97.23,33.68,-97.23,0.01,50,1,1,1,97,0,0,0,0
54289,1055,2010,9,15,9/15/10,9:49:00,3,TX,48,99,0,0,0,0,0,28.2358,-97.3205,28.2358,-97.3205,0.01,10,1,1,1,391,0,0,0,0
54336,1102,2010,10,21,10/21/10,16:48:00,3,TX,48,100,0,0,0,0,0,31.2061,-101.967,31.2077,-101.954,0.78,75,1,1,1,461,0,0,0,0
54340,1106,2010,10,23,10/23/10,11:55:00,3,TX,48,101,0,0,0,0.015,0,32.8035,-97.2013,32.8035,-97.2013,0.01,50,1,1,1,439,0,0,0,0
54341,1107,2010,10,24,10/24/10,14:30:00,3,TX,48,102,0,0,0,0,0,33.086,-94.691,33.092,-94.641,2.98,75,1,1,1,343,67,0,0,0
54343,1109,2010,10,24,10/24/10,16:43:00,3,TX,48,103,2,4,0,1,0,32.1949,-96.5548,32.2472,-96.4621,6.51,480,1,1,1,349,0,0,0,0
54344,1110,2010,10,24,10/24/10,17:00:00,3,TX,48,104,0,0,0,0.5,0,32.936,-95.9823,32.9378,-95.9791,0.22,50,1,1,1,231,0,0,0,0
54345,1111,2010,10,24,10/24/10,17:15:00,3,TX,48,105,0,0,0,0,0,33.222,-95.2278,33.2232,-95.2234,0.21,50,1,1,1,159,0,0,0,0
54346,1112,2010,10,24,10/24/10,17:47:00,3,TX,48,106,0,0,0,0.001,0,33.1873,-94.8151,33.1949,-94.8077,0.86,75,1,1,1,449,343,0,0,0
54347,1113,2010,10,24,10/24/10,17:54:00,3,TX,48,107,0,0,0,0,0,32.7402,-95.5606,32.7255,-95.5375,1.69,75,1,1,1,499,0,0,0,0
54524,278829,2011,1,9,1/9/11,3:25:00,3,TX,48,1,1,0,0,5.01,0,27.7107,-97.9663,27.8537,-97.6231,23.3,200,1,1,1,249,355,0,0,0
54533,276331,2011,2,1,2/1/11,6:10:00,3,TX,48,2,1,0,0,0.06,0,32.291,-94.6588,32.2917,-94.6479,0.64,100,1,1,1,401,0,0,0,0
54606,288091,2011,3,8,3/8/11,16:10:00,3,TX,48,3,0,0,0,0.02,0,33.6057,-95.7824,33.6147,-95.7134,4.02,60,1,1,1,277,0,0,0,0
54607,282415,2011,3,8,3/8/11,17:15:00,3,TX,48,4,1,0,0,0.4,0,33.63,-95.182,33.649,-94.999,10.61,225,1,1,1,387,0,0,0,0
54633,279611,2011,3,19,3/19/11,18:03:00,3,TX,48,5,0,0,0,0,0,33.9016,-101.764,33.9016,-101.764,0.1,75,1,1,1,189,0,0,0,0
54763,301106,2011,4,11,4/11/11,0:09:00,3,TX,48,6,1,0,0,0.15,0,32.2702,-97.4159,32.2736,-97.3923,1.51,100,1,1,1,251,0,0,0,0
54764,301122,2011,4,11,4/11/11,0:22:00,3,TX,48,7,1,2,0,0.1,0,32.4143,-97.233,32.4155,-97.2312,0.13,50,1,1,1,251,0,0,0,0
54765,301141,2011,4,11,4/11/11,1:13:00,3,TX,48,8,1,0,0,0.06,0,32.7721,-96.4716,32.7717,-96.4637,0.53,60,1,1,1,257,0,0,0,0
54766,301146,2011,4,11,4/11/11,1:34:00,3,TX,48,9,1,0,0,0.25,0,32.9888,-96.1126,33.036,-96.0119,6.53,200,1,1,1,231,0,0,0,0
54808,302154,2011,4,14,4/14/11,21:46:00,3,TX,48,10,0,0,0,0.035,0,33.5969,-95.9213,33.6037,-95.896,1.53,100,1,1,1,147,0,0,0,0
55026,303982,2011,4,20,4/20/11,17:37:00,3,TX,48,11,0,0,0,0,0,30.49,-99.86,30.49,-99.86,0.1,50,1,1,1,267,0,0,0,0
55028,357302,2011,4,21,4/21/11,16:51:00,3,TX,48,12,0,0,0,0,0,30.4725,-102.678,30.4184,-102.668,3.79,300,1,1,1,371,0,0,0,0
55029,357298,2011,4,21,4/21/11,17:18:00,3,TX,48,13,0,0,0,0,0,30.57,-102.677,30.453,-102.68,8.09,200,1,1,1,371,0,0,0,0
55030,303747,2011,4,21,4/21/11,17:45:00,3,TX,48,14,2,0,0,0.1,0,30.2045,-102.445,30.1582,-102.325,7.82,800,1,1,1,443,0,0,0,0
55031,303965,2011,4,21,4/21/11,19:52:00,3,TX,48,15,1,0,0,0,0,32.5697,-99.9799,32.6209,-100.039,4.96,200,1,1,1,253,0,0,0,0
55032,303878,2011,4,21,4/21/11,19:55:00,3,TX,48,16,0,0,0,0,0,32.58,-99.91,32.58,-99.91,0.1,100,1,1,1,253,0,0,0,0
55063,302155,2011,4,23,4/23/11,19:13:00,3,TX,48,17,0,0,0,0,0,31.98,-98.74,31.98,-98.74,0.01,30,1,1,1,93,0,0,0,0
55066,304990,2011,4,24,4/24/11,14:28:00,3,TX,48,18,0,0,0,0,0,32.4844,-99.4016,32.4867,-99.381,1.21,30,1,1,1,59,0,0,0,0
55067,304982,2011,4,24,4/24/11,14:55:00,3,TX,48,19,0,0,0,0,0,32.68,-99.12,32.68,-99.12,0.1,50,1,1,1,417,0,0,0,0
55068,304983,2011,4,24,4/24/11,15:22:00,3,TX,48,20,0,0,0,0,0,32.34,-99.63,32.34,-99.63,0.1,50,1,1,1,441,0,0,0,0
55069,320603,2011,4,24,4/24/11,16:04:00,3,TX,48,21,0,0,0,0,0,32.4444,-99.418,32.4507,-99.3892,1.74,30,1,1,1,59,0,0,0,0
55071,304984,2011,4,24,4/24/11,16:15:00,3,TX,48,22,0,0,0,0,0,32.4977,-99.3851,32.4977,-99.3851,0.1,50,1,1,1,59,0,0,0,0
55072,304996,2011,4,24,4/24/11,16:24:00,3,TX,48,23,0,0,0,0,0,32.4821,-99.381,32.4902,-99.2793,5.95,500,1,1,1,59,0,0,0,0
55074,305054,2011,4,24,4/24/11,19:27:00,3,TX,48,24,0,0,0,0,0,31.9286,-99.5701,31.9286,-99.5701,0.1,50,1,1,1,83,0,0,0,0
55077,302161,2011,4,25,4/25/11,12:55:00,3,TX,48,25,0,0,0,0,0,32.3341,-97.9994,32.332,-97.9567,2.51,150,1,1,1,143,221,0,0,0
55078,302166,2011,4,25,4/25/11,13:00:00,3,TX,48,26,0,0,0,0,0,32.3304,-97.9542,32.3311,-97.9471,0.42,25,1,1,1,221,0,0,0,0
55081,302169,2011,4,25,4/25/11,14:00:00,3,TX,48,27,0,0,0,0,0,32.2803,-97.7456,32.2747,-97.734,0.78,50,1,1,1,425,0,0,0,0
55082,302173,2011,4,25,4/25/11,14:10:00,3,TX,48,28,0,0,0,0,0,32.2952,-97.5724,32.2791,-97.5327,2.57,400,1,1,1,251,0,0,0,0
55083,302174,2011,4,25,4/25/11,14:15:00,3,TX,48,29,0,0,0,0,0,32.2778,-97.5066,32.2847,-97.4929,0.93,150,1,1,1,251,0,0,0,0
55084,290035,2011,4,25,4/25/11,14:32:00,3,TX,48,30,1,0,0,0.001,0,32.0886,-95.2134,32.1262,-95.0736,8.58,75,1,1,1,73,0,0,0,0
55086,302181,2011,4,25,4/25/11,15:23:00,3,TX,48,31,0,0,0,0,0,32.146,-97.1435,32.1457,-97.1314,0.71,30,1,1,1,217,0,0,0,0
55093,302184,2011,4,25,4/25/11,16:20:00,3,TX,48,32,0,0,0,0.025,0,32.2055,-96.7985,32.2056,-96.7906,0.46,50,1,1,1,139,0,0,0,0
55103,302187,2011,4,25,4/25/11,17:53:00,3,TX,48,33,0,0,0,0,0,31.7923,-96.637,31.7872,-96.6153,1.32,100,1,1,1,293,0,0,0,0
55104,302188,2011,4,25,4/25/11,17:59:00,3,TX,48,34,0,0,0,0,0,31.7919,-96.4904,31.7959,-96.4772,0.82,100,1,1,1,161,0,0,0,0
55106,302189,2011,4,25,4/25/11,18:25:00,3,TX,48,35,0,0,0,0,0,31.6882,-96.246,31.67,-96.1908,3.48,500,1,1,1,161,0,0,0,0
55107,302191,2011,4,25,4/25/11,18:35:00,3,TX,48,36,0,0,0,0,0,31.5904,-95.8242,31.5897,-95.808,0.95,100,1,1,1,289,0,0,0,0
55112,305031,2011,4,25,4/25/11,20:15:00,3,TX,48,37,1,0,0,0.05,0,31.2954,-95.5022,31.2935,-95.4998,0.2,30,1,1,1,225,0,0,0,0
55113,290063,2011,4,25,4/25/11,20:37:00,3,TX,48,38,1,0,0,0.4,0,31.4568,-95.0273,31.4469,-94.8987,7.72,250,1,1,1,73,5,0,0,0
55114,305055,2011,4,25,4/25/11,20:45:00,3,TX,48,39,1,0,0,0.03,0,31.2257,-95.0749,31.2206,-95.0839,0.64,100,1,1,1,455,0,0,0,0
55115,290071,2011,4,25,4/25/11,21:13:00,3,TX,48,40,0,0,0,0.002,0,31.3924,-94.7956,31.3919,-94.7842,0.67,25,1,1,1,5,0,0,0,0
55119,303923,2011,4,25,4/25/11,23:30:00,3,TX,48,41,0,0,0,0.001,0,30.8333,-95.0827,30.8333,-95.0827,0.1,20,1,1,1,373,0,0,0,0
55128,288884,2011,4,26,4/26/11,12:40:00,3,TX,48,42,0,0,0,0,0,34.03,-102.8,34.0296,-102.783,0.75,50,1,1,1,17,0,0,0,0
55131,302203,2011,4,26,4/26/11,15:56:00,3,TX,48,43,0,0,0,0.005,0,32.3655,-96.2048,32.4143,-96.14,5.07,500,1,1,1,257,0,0,0,0
55133,302205,2011,4,26,4/26/11,16:45:00,3,TX,48,44,1,1,0,0.2,0,32.4313,-95.7028,32.5181,-95.4813,13.87,880,1,1,1,467,423,0,0,0
55136,302207,2011,4,26,4/26/11,17:01:00,3,TX,48,45,0,0,0,0.03,0,32.3666,-96.1644,32.3706,-96.0789,5.07,400,1,1,1,257,0,0,0,0
55139,302209,2011,4,26,4/26/11,17:23:00,3,TX,48,46,0,0,0,0,0,32.3896,-95.9557,32.3948,-95.9394,1.02,100,1,1,1,257,0,0,0,0
55142,291089,2011,4,26,4/26/11,17:35:00,3,TX,48,47,1,0,0,0.01,0,32.2848,-94.658,32.3791,-94.4486,13.86,100,1,1,1,401,365,203,0,0
55143,291075,2011,4,26,4/26/11,18:00:00,3,TX,48,48,0,0,0,0,0,32.6302,-95.3479,32.6285,-95.2898,3.38,50,1,1,1,499,0,0,0,0
55144,291125,2011,4,26,4/26/11,18:04:00,3,TX,48,49,2,0,0,0.3,0,32.4312,-94.3534,32.4557,-94.2695,5.18,400,1,1,1,203,0,0,0,0
55145,302212,2011,4,26,4/26/11,18:15:00,3,TX,48,50,0,0,0,0,0,32.1756,-96.4225,32.1796,-96.4167,0.44,100,1,1,1,349,0,0,0,0
55149,293830,2011,4,26,4/26/11,18:24:00,3,TX,48,51,0,0,0,0,0,32.4959,-94.1545,32.5396,-94.0663,5.96,70,1,1,1,203,0,0,0,0
55151,302213,2011,4,26,4/26/11,18:35:00,3,TX,48,52,1,0,0,0.15,0,31.5313,-96.5381,31.5184,-96.5341,0.92,75,1,1,1,293,0,0,0,0
55152,291143,2011,4,26,4/26/11,18:46:00,3,TX,48,53,2,2,0,10.025,0,32.0988,-94.0643,32.3921,-93.4274,42.37,850,2,0,1,0,0,0,0,0
55153,302215,2011,4,26,4/26/11,18:48:00,3,TX,48,54,0,0,0,0,0,31.5003,-96.3661,31.5005,-96.3546,0.68,100,1,1,1,293,0,0,0,0
55154,293862,2011,4,26,4/26/11,18:49:00,3,TX,48,55,0,0,0,0,0,32.375,-95.3216,32.3782,-95.2672,3.18,60,1,1,1,423,0,0,0,0
55158,302218,2011,4,26,4/26/11,19:28:00,3,TX,48,57,0,0,0,0,0,31.6906,-97.042,31.6885,-97.0361,0.38,50,1,1,1,309,0,0,0,0
55160,302220,2011,4,26,4/26/11,19:53:00,3,TX,48,58,0,0,0,0,0,31.5763,-96.8648,31.5777,-96.8399,1.47,100,1,1,1,309,0,0,0,0
55168,302221,2011,4,26,4/26/11,20:57:00,3,TX,48,59,0,0,0,0,0,31.3529,-96.5615,31.3516,-96.549,0.74,100,1,1,1,293,0,0,0,0
55425,293874,2011,4,30,4/30/11,18:06:00,3,TX,48,60,0,0,0,0,0,32.7078,-95.4021,32.7205,-95.376,1.75,75,1,1,1,499,0,0,0,0
55426,293867,2011,4,30,4/30/11,19:26:00,3,TX,48,61,0,0,0,0,0,32.8596,-95.05,32.8697,-95.0136,2.22,75,1,1,1,459,0,0,0,0
55427,293868,2011,4,30,4/30/11,20:24:00,3,TX,48,62,0,0,0,0.005,0,32.9857,-94.641,33.0069,-94.6037,2.61,150,1,1,1,67,0,0,0,0
55440,315284,2011,5,11,5/11/11,12:55:00,3,TX,48,63,0,0,0,0.03,0,32.7477,-97.4764,32.7526,-97.4703,0.49,50,1,1,1,439,0,0,0,0
55441,315286,2011,5,11,5/11/11,13:30:00,3,TX,48,64,0,0,0,0.018,0,33.5605,-97.021,33.5799,-97.0111,1.6,75,1,1,1,97,0,0,0,0
55479,316367,2011,5,19,5/19/11,18:34:00,3,TX,48,65,0,0,0,0,0,34.2016,-99.0534,34.2016,-99.0534,0.5,75,1,1,1,487,0,0,0,0
55483,297720,2011,5,20,5/20/11,16:36:00,3,TX,48,66,0,0,0,0,0,33.847,-95.122,33.864,-95.103,1.6,50,1,1,1,387,0,0,0,0
55485,297717,2011,5,20,5/20/11,17:38:00,3,TX,48,67,0,0,0,0,0,32.601,-94.473,32.5206,-94.5413,6.83,50,1,1,1,203,0,0,0,0
55487,312008,2011,5,21,5/21/11,15:24:00,3,TX,48,68,0,0,0,0,0,31.48,-98.0576,31.48,-98.0576,0.02,25,1,1,1,99,0,0,0,0
55500,302216,2011,5,21,5/21/11,20:00:00,3,TX,48,69,0,0,0,0.1,0,30.7635,-97.8372,30.7859,-97.8308,1.59,30,1,1,1,491,0,0,0,0
55530,315460,2011,5,22,5/22/11,17:20:00,3,TX,48,70,0,0,0,0,0,33.3108,-98.0409,33.3108,-98.0409,0.03,50,1,1,1,237,0,0,0,0
55587,307298,2011,5,24,5/24/11,16:46:00,3,TX,48,71,0,0,0,0,0,33.6795,-97.5054,33.6795,-97.5054,0.02,30,1,1,1,337,0,0,0,0
55593,307300,2011,5,24,5/24/11,17:40:00,3,TX,48,72,0,0,0,0,0,33.8632,-97.6434,33.8632,-97.6434,0.01,30,1,1,1,337,0,0,0,0
55599,309930,2011,5,24,5/24/11,18:34:00,3,TX,48,73,0,0,0,0,0,33.5088,-97.2695,33.5161,-97.2439,1.56,100,1,1,1,97,0,0,0,0
55600,307317,2011,5,24,5/24/11,18:38:00,3,TX,48,74,0,0,0,0.002,0,33.0814,-97.4511,33.0814,-97.4511,0.03,30,1,1,1,497,0,0,0,0
55601,307350,2011,5,24,5/24/11,18:38:00,3,TX,48,75,0,0,0,0.01,0,32.9177,-97.6105,32.9171,-97.6033,0.42,40,1,1,1,367,0,0,0,0
55602,307376,2011,5,24,5/24/11,18:45:00,3,TX,48,76,0,0,0,0.001,0,32.88,-97.49,32.9007,-97.4745,1.69,50,1,1,1,439,0,0,0,0
55604,307405,2011,5,24,5/24/11,18:51:00,3,TX,48,77,2,0,0,0.75,0,33.1359,-97.1911,33.1547,-97.1774,1.52,220,1,1,1,121,0,0,0,0
55605,309286,2011,5,24,5/24/11,19:23:00,3,TX,48,78,1,0,0,0.15,0,32.8291,-96.9811,32.8097,-96.9764,1.37,500,1,1,1,113,0,0,0,0
55609,309283,2011,5,24,5/24/11,20:48:00,3,TX,48,79,0,0,0,0,0,32.6709,-96.6841,32.6709,-96.6841,0.01,30,1,1,1,113,0,0,0,0
55613,309285,2011,5,24,5/24/11,21:43:00,3,TX,48,80,0,0,0,0,0,32.5755,-96.1109,32.5755,-96.1109,0.01,20,1,1,1,257,0,0,0,0
55704,293722,2011,5,25,5/25/11,22:49:00,3,TX,48,81,0,0,0,0,0,30.3,-95.09,30.3,-95.09,0.5,20,1,1,1,291,0,0,0,0
55707,293724,2011,5,25,5/25/11,23:15:00,3,TX,48,82,0,0,0,0.005,0,30.11,-94.85,30.11,-94.85,0.5,20,1,1,1,291,0,0,0,0
55780,328960,2011,6,11,6/11/11,17:49:00,3,TX,48,83,0,0,0,0.015,0,36.4488,-100.423,36.4454,-100.415,0.51,50,1,1,1,295,0,0,0,0
55783,328961,2011,6,11,6/11/11,18:50:00,3,TX,48,84,0,0,0,0.005,0,36.463,-100.224,36.4617,-100.221,0.17,50,1,1,1,295,0,0,0,0
55872,321938,2011,6,20,6/20/11,19:46:00,3,TX,48,85,0,0,0,0,0,32.95,-98.72,32.95,-98.72,0.01,30,1,1,1,429,0,0,0,0
55881,306432,2011,6,21,6/21/11,14:55:00,3,TX,48,86,0,0,0,0,0,31.941,-94.355,31.895,-94.392,3.85,75,1,1,1,419,0,0,0,0
55882,306439,2011,6,21,6/21/11,16:00:00,3,TX,48,87,0,0,0,0,0,31.783,-94.357,31.764,-94.371,1.55,75,1,1,1,419,0,0,0,0
55913,307559,2011,6,30,6/30/11,16:57:00,3,TX,48,88,1,1,0,0.5,0,26.1184,-98.1937,26.1203,-98.1997,0.4,30,1,1,1,215,0,0,0,0
